row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
199276,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,63,Inpatient Non-acute,"1,438",623,648,"$993,458.43 ","$1,594.64 ",$187.94 ,"$993,408.43 ","$1,594.56 ",$187.94 ,$50.00 ,$0.08 ,$0.00 
200188,2019,13,Blue Earth,COMMERCIAL,1,18 years and under,M,17,Ambulatory Surgery,76,17,197,"$65,396.98 ","$3,846.88 ","$4,399.82 ","$44,864.74 ","$2,639.10 ","$2,263.70 ","$20,532.24 ","$1,207.78 ",$0.00 
201028,2019,17,Carlton,COMMERCIAL,4,65 - 74 years,F,59,Hospital Outpatient,"1,904",458,704,"$340,855.41 ",$744.23 ,$201.16 ,"$316,489.02 ",$691.02 ,$190.08 ,"$24,366.39 ",$53.20 ,$0.00 
201724,2019,19,Carver,MEDICARE,4,65 - 74 years,M,489,Independent Lab,"2,241",852,"5,834","$84,529.54 ",$99.21 ,$20.96 ,"$80,934.66 ",$94.99 ,$20.38 ,"$3,594.88 ",$4.22 ,$0.00 
198410,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,32,Inpatient Non-acute,262,146,357,"$503,350.27 ","$3,447.60 ","$2,515.13 ","$503,350.27 ","$3,447.60 ","$2,515.13 ",$0.00 ,$0.00 ,$0.00 
199226,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,542,Hospital Inpatient Professional Services,"4,238","2,215","6,028","$693,863.61 ",$313.26 ,$93.16 ,"$693,831.61 ",$313.24 ,$93.16 ,$32.00 ,$0.01 ,$0.00 
200090,2019,11,Big Stone,MEDICARE,3,45 - 64 years,F,15,DME (Durable Medical Equipment),105,50,170,"$7,800.24 ",$156.00 ,$51.86 ,"$6,291.27 ",$125.83 ,$34.96 ,"$1,508.97 ",$30.18 ,$8.91 
201074,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,45,DME (Durable Medical Equipment),142,68,496,"$19,835.24 ",$291.69 ,$88.11 ,"$19,835.24 ",$291.69 ,$88.11 ,$0.00 ,$0.00 ,$0.00 
201914,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,111,Independent Lab,317,171,"1,296","$17,831.05 ",$104.28 ,$26.65 ,"$17,831.05 ",$104.28 ,$26.65 ,$0.00 ,$0.00 ,$0.00 
202634,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,61,DME (Durable Medical Equipment),332,149,714,"$45,402.37 ",$304.71 ,$68.62 ,"$45,402.37 ",$304.71 ,$68.62 ,$0.00 ,$0.00 ,$0.00 
203522,2019,29,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,24,Clinic/Office,171,101,278,"$8,706.07 ",$86.20 ,$37.40 ,"$8,703.07 ",$86.17 ,$37.40 ,$3.00 ,$0.03 ,$0.00 
204578,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,54,Other,"8,081","7,340",558,"$625,328.03 ",$85.19 ,$57.73 ,"$609,460.03 ",$83.03 ,$54.89 ,"$15,868.00 ",$2.16 ,$0.00 
198446,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,11,Pharmacy,29,17,131,"$1,328.29 ",$78.13 ,$44.00 ,"$1,328.29 ",$78.13 ,$44.00 ,$0.00 ,$0.00 ,$0.00 
199310,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,117,Ambulance,"2,086",741,"1,288","$59,823.16 ",$80.73 ,$47.82 ,"$59,819.96 ",$80.73 ,$47.82 ,$3.20 ,$0.00 ,$0.00 
200390,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,952,Clinic/Office,"22,167","11,452","10,564","$1,044,902.10 ",$91.24 ,$67.35 ,"$1,024,025.23 ",$89.42 ,$65.25 ,"$20,876.87 ",$1.82 ,$0.00 
201110,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,68,Inpatient Non-acute,917,566,762,"$776,393.05 ","$1,371.72 ","$1,017.97 ","$776,393.05 ","$1,371.72 ","$1,017.97 ",$0.00 ,$0.00 ,$0.00 
201758,2019,19,Carver,MEDICARE,5,75 years and older,M,49,Outpatient Other,"5,688",579,565,"$377,078.70 ",$651.26 ,$315.00 ,"$326,099.36 ",$563.21 ,$315.00 ,"$50,979.34 ",$88.05 ,$0.00 
202718,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,93,Independent Lab,751,226,"1,039","$23,943.06 ",$105.94 ,$69.49 ,"$23,747.06 ",$105.08 ,$68.53 ,$196.00 ,$0.87 ,$0.00 
203702,2019,31,Cook,COMMERCIAL,3,45 - 64 years,F,24,Independent Lab,68,24,270,"$3,202.29 ",$133.43 ,$97.23 ,"$2,364.86 ",$98.54 ,$92.78 ,$837.43 ,$34.89 ,$0.00 
204614,2019,35,Crow Wing,MEDICARE,3,45 - 64 years,F,425,Emergency department,"3,728","1,054","4,925","$313,995.35 ",$297.91 ,$167.26 ,"$257,253.10 ",$244.07 ,$132.08 ,"$56,742.25 ",$53.84 ,$28.53 
205262,2019,39,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,88,Hospital Inpatient Professional Services,480,236,925,"$93,407.47 ",$395.79 ,$131.48 ,"$93,333.17 ",$395.48 ,$131.48 ,$74.30 ,$0.31 ,$0.00 
206006,2019,43,Faribault,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,161,Emergency department,"1,135",354,"1,694","$118,757.06 ",$335.47 ,$204.93 ,"$118,210.82 ",$333.93 ,$204.38 ,$546.24 ,$1.54 ,$0.00 
207230,2019,49,Goodhue,MEDICARE,2,19 - 44 years,M,41,Other,764,225,491,"$64,027.46 ",$284.57 ,$109.28 ,"$50,109.88 ",$222.71 ,$80.18 ,"$13,917.58 ",$61.86 ,$26.22 
207998,2019,53,Hennepin,MEDICARE,2,19 - 44 years,F,81,Inpatient Non-acute Professional Services,"1,519",809,908,"$103,037.56 ",$127.36 ,$88.31 ,"$80,637.29 ",$99.68 ,$69.82 ,"$22,400.27 ",$27.69 ,$17.95 
208790,2019,57,Hubbard,MEDICARE,4,65 - 74 years,M,15,Inpatient Non-acute Professional Services,99,83,167,"$6,738.12 ",$81.18 ,$75.96 ,"$5,144.92 ",$61.99 ,$60.52 ,"$1,593.20 ",$19.20 ,$15.44 
209486,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,72,Ambulance,"1,149",366,777,"$27,392.10 ",$74.84 ,$51.68 ,"$27,392.10 ",$74.84 ,$51.68 ,$0.00 ,$0.00 ,$0.00 
210470,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,44,Inpatient Non-acute,644,291,449,"$461,047.47 ","$1,584.36 ","$1,025.96 ","$461,047.47 ","$1,584.36 ","$1,025.96 ",$0.00 ,$0.00 ,$0.00 
211382,2019,73,Lac Qui Parle,COMMERCIAL,2,19 - 44 years,F,22,Other,84,51,245,"$11,641.80 ",$228.27 ,$93.98 ,"$9,681.46 ",$189.83 ,$39.03 ,"$1,960.34 ",$38.44 ,$0.00 
212606,2019,79,Le Sueur,MEDICARE,3,45 - 64 years,M,241,Hospital Outpatient,"6,323","1,130","2,775","$890,757.31 ",$788.28 ,$125.37 ,"$739,009.95 ",$653.99 ,$95.32 ,"$151,747.36 ",$134.29 ,$16.60 
213686,2019,85,McLeod,MEDICARE,4,65 - 74 years,F,609,Other,"12,394","6,891","7,259","$918,844.99 ",$133.34 ,$35.13 ,"$878,564.66 ",$127.49 ,$33.04 ,"$40,280.33 ",$5.85 ,$0.00 
214646,2019,91,Martin,MEDICARE,4,65 - 74 years,F,299,Independent Lab,"1,751",559,"3,570","$74,339.62 ",$132.99 ,$35.60 ,"$73,703.42 ",$131.85 ,$35.60 ,$636.20 ,$1.14 ,$0.00 
215486,2019,97,Morrison,COMMERCIAL,1,18 years and under,M,277,Hospital Outpatient,"3,091",855,"3,129","$633,245.74 ",$740.64 ,$232.85 ,"$480,959.13 ",$562.53 ,$114.03 ,"$152,286.61 ",$178.11 ,$25.00 
216230,2019,101,Murray,COMMERCIAL,1,18 years and under,F,168,Clinic/Office,"1,423",643,"1,936","$127,671.48 ",$198.56 ,$145.66 ,"$87,696.56 ",$136.39 ,$68.15 ,"$39,974.92 ",$62.17 ,$16.00 
217310,2019,107,Norman,COMMERCIAL,2,19 - 44 years,M,119,Clinic/Office,"1,097",497,"1,339","$200,453.44 ",$403.33 ,$130.39 ,"$156,053.74 ",$313.99 ,$46.50 ,"$44,399.70 ",$89.34 ,$30.00 
218198,2019,111,Otter Tail,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,119,Independent Lab,868,450,"1,231","$59,033.79 ",$131.19 ,$140.44 ,"$58,989.39 ",$131.09 ,$138.84 ,$44.40 ,$0.10 ,$0.00 
219062,2019,115,Pine,MEDICARE,3,45 - 64 years,M,635,Clinic/Office,"11,441","4,547","7,319","$775,600.51 ",$170.57 ,$106.39 ,"$632,243.11 ",$139.05 ,$72.65 ,"$143,357.40 ",$31.53 ,$14.83 
219974,2019,121,Pope,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,14,Ambulance,305,261,150,"$15,908.01 ",$60.95 ,$28.16 ,"$15,904.81 ",$60.94 ,$28.16 ,$3.20 ,$0.01 ,$0.00 
220814,2019,125,Red Lake,MEDICARE,3,45 - 64 years,M,50,Clinic/Office,534,252,539,"$37,631.77 ",$149.33 ,$81.13 ,"$28,842.19 ",$114.45 ,$59.20 ,"$8,789.58 ",$34.88 ,$18.60 
221750,2019,131,Rice,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,24,Ambulatory Surgery,91,25,279,"$21,990.76 ",$879.63 ,$649.44 ,"$21,990.76 ",$879.63 ,$649.44 ,$0.00 ,$0.00 ,$0.00 
222662,2019,137,Saint Louis,COMMERCIAL,1,18 years and under,F,574,Hospital Outpatient,"5,669","1,688","6,468","$1,676,327.23 ",$993.08 ,$250.88 ,"$1,427,339.24 ",$845.58 ,$216.60 ,"$248,987.99 ",$147.50 ,$0.00 
223262,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,804,Independent Lab,"6,372","2,160","8,368","$360,406.63 ",$166.85 ,$148.25 ,"$359,611.28 ",$166.49 ,$146.78 ,$795.35 ,$0.37 ,$0.00 
223910,2019,141,Sherburne,MEDICARE,5,75 years and older,M,"1,993",Clinic/Office,"56,962","23,750","23,478","$4,927,720.11 ",$207.48 ,$98.20 ,"$4,110,480.16 ",$173.07 ,$75.70 ,"$817,239.95 ",$34.41 ,$14.83 
224750,2019,147,Steele,COMMERCIAL,2,19 - 44 years,M,19,DME (Durable Medical Equipment),107,66,223,"$20,336.21 ",$308.12 ,$236.00 ,"$14,389.51 ",$218.02 ,$117.81 ,"$5,946.70 ",$90.10 ,$0.00 
225590,2019,151,Swift,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,64,Emergency department,348,122,723,"$37,594.11 ",$308.15 ,$218.61 ,"$37,044.02 ",$303.64 ,$218.61 ,$550.09 ,$4.51 ,$0.00 
198570,2019,3,Anoka,MEDICARE,2,19 - 44 years,M,118,Ambulance,556,230,"1,397","$108,062.26 ",$469.84 ,$495.64 ,"$85,101.48 ",$370.01 ,$390.79 ,"$22,960.78 ",$99.83 ,$99.92 
199242,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,"1,553",Hospital Outpatient,"33,354","8,796","16,455","$2,501,296.95 ",$284.37 ,$160.19 ,"$2,491,075.29 ",$283.21 ,$157.19 ,"$10,221.66 ",$1.16 ,$0.00 
200058,2019,11,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,22,Other,"2,436","1,743",237,"$109,830.48 ",$63.01 ,$30.81 ,"$108,359.52 ",$62.17 ,$30.81 ,"$1,470.96 ",$0.84 ,$0.00 
200898,2019,15,Brown,MEDICARE,4,65 - 74 years,M,156,Hospital Inpatient Professional Services,"2,554",836,"1,799","$333,993.04 ",$399.51 ,$148.74 ,"$286,063.81 ",$342.18 ,$128.47 ,"$47,929.23 ",$57.33 ,$14.80 
201834,2019,21,Cass,COMMERCIAL,3,45 - 64 years,M,52,Independent Lab,291,76,616,"$16,524.06 ",$217.42 ,$100.04 ,"$12,354.72 ",$162.56 ,$39.72 ,"$4,169.34 ",$54.86 ,$0.00 
202578,2019,25,Chisago,COMMERCIAL,4,65 - 74 years,F,50,Emergency department,196,72,593,"$23,339.54 ",$324.16 ,$121.30 ,"$14,357.60 ",$199.41 ,$50.32 ,"$8,981.94 ",$124.75 ,$30.00 
198380,2019,3,Anoka,COMMERCIAL,5,75 years and older,M,28,Inpatient Non-acute,818,271,324,"$63,574.97 ",$234.59 ,$17.44 ,"$63,529.97 ",$234.43 ,$17.44 ,$45.00 ,$0.17 ,$0.00 
199100,2019,7,Beltrami,COMMERCIAL,2,19 - 44 years,F,52,Hospital Inpatient,485,57,577,"$686,884.91 ","$12,050.61 ","$6,902.82 ","$543,830.03 ","$9,540.88 ","$4,432.14 ","$143,054.88 ","$2,509.73 ",$246.50 
199844,2019,9,Benton,MEDICARE,5,75 years and older,F,168,DME (Durable Medical Equipment),"1,325",883,"1,971","$74,417.50 ",$84.28 ,$38.96 ,"$60,741.62 ",$68.79 ,$31.04 ,"$13,675.88 ",$15.49 ,$7.16 
198139,2019,1,Aitkin,MEDICARE,3,45 - 64 years,F,22,Ambulance,107,47,243,"$35,214.94 ",$749.25 ,$127.68 ,"$29,986.84 ",$638.02 ,$115.71 ,"$5,228.10 ",$111.24 ,$0.00 
198835,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,43,Outpatient Other,703,658,494,"$107,782.10 ",$163.80 ,$105.09 ,"$107,782.10 ",$163.80 ,$105.09 ,$0.00 ,$0.00 ,$0.00 
199651,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,20,Ambulatory Surgery,93,21,216,"$54,198.02 ","$2,580.86 ","$1,976.07 ","$53,994.82 ","$2,571.18 ","$1,976.07 ",$203.20 ,$9.68 ,$0.00 
200611,2019,15,Brown,COMMERCIAL,2,19 - 44 years,F,53,Hospital Inpatient Professional Services,242,105,593,"$290,009.11 ","$2,761.99 ",$859.55 ,"$269,200.19 ","$2,563.81 ",$771.40 ,"$20,808.92 ",$198.18 ,$0.00 
201427,2019,19,Carver,COMMERCIAL,3,45 - 64 years,M,17,Outpatient Other,"1,095",325,198,"$148,960.20 ",$458.34 ,$498.45 ,"$137,856.56 ",$424.17 ,$473.45 ,"$11,103.64 ",$34.17 ,$0.00 
200756,2019,15,Brown,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,16,Home Health,473,452,181,"$35,866.58 ",$79.35 ,$75.02 ,"$35,808.98 ",$79.22 ,$75.02 ,$57.60 ,$0.13 ,$0.00 
201404,2019,19,Carver,COMMERCIAL,3,45 - 64 years,F,163,Hospital Inpatient,"2,676",209,"1,877","$5,151,500.91 ","$24,648.33 ","$13,980.06 ","$5,026,947.96 ","$24,052.38 ","$13,386.51 ","$124,552.95 ",$595.95 ,$0.00 
202124,2019,21,Cass,MEDICARE,5,75 years and older,F,502,Emergency department,"3,632","1,029","5,842","$408,666.26 ",$397.15 ,$204.28 ,"$353,381.40 ",$343.42 ,$170.02 ,"$55,284.86 ",$53.73 ,$35.89 
203036,2019,27,Clay,COMMERCIAL,5,75 years and older,M,12,Independent Lab,97,34,131,"$2,058.33 ",$60.54 ,$7.86 ,"$1,685.32 ",$49.57 ,$7.86 ,$373.01 ,$10.97 ,$0.00 
204116,2019,33,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,68,Emergency department,641,151,745,"$46,496.79 ",$307.93 ,$196.68 ,"$45,969.28 ",$304.43 ,$196.68 ,$527.51 ,$3.49 ,$0.00 
204836,2019,37,Dakota,COMMERCIAL,5,75 years and older,F,16,Home Health,421,267,184,"$123,159.89 ",$461.27 ,$469.91 ,"$122,799.89 ",$459.92 ,$469.91 ,$360.00 ,$1.35 ,$0.00 
205748,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,21,Hospice,120,93,145,"$277,502.56 ","$2,983.90 ","$2,221.50 ","$277,502.56 ","$2,983.90 ","$2,221.50 ",$0.00 ,$0.00 ,$0.00 
206852,2019,47,Freeborn,MEDICARE,3,45 - 64 years,F,16,Inpatient Non-acute,683,101,170,"$274,398.23 ","$2,716.81 ",$229.42 ,"$248,860.42 ","$2,463.96 ",$229.42 ,"$25,537.81 ",$252.85 ,$0.00 
207716,2019,53,Hennepin,COMMERCIAL,3,45 - 64 years,F,610,Ambulance,"18,942","4,993","7,129","$1,097,200.82 ",$219.75 ,$46.70 ,"$994,209.75 ",$199.12 ,$46.50 ,"$102,991.07 ",$20.63 ,$0.00 
208484,2019,57,Hubbard,COMMERCIAL,3,45 - 64 years,F,83,Emergency department,430,122,969,"$134,873.31 ","$1,105.52 ",$883.35 ,"$74,731.37 ",$612.55 ,$187.90 ,"$60,141.94 ",$492.97 ,$247.29 
209204,2019,59,Isanti,MEDICARE,5,75 years and older,F,250,Home Health,"5,890","2,343","2,882","$1,011,941.97 ",$431.90 ,$137.44 ,"$999,324.18 ",$426.51 ,$133.92 ,"$12,617.79 ",$5.39 ,$0.00 
210116,2019,65,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,57,Hospital Inpatient Professional Services,"1,426",610,653,"$108,445.41 ",$177.78 ,$100.32 ,"$108,350.71 ",$177.62 ,$100.32 ,$94.70 ,$0.16 ,$0.00 
210860,2019,69,Kittson,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,12,Hospital Inpatient,264,20,136,"$342,223.56 ","$17,111.18 ","$5,031.06 ","$340,973.56 ","$17,048.68 ","$4,906.06 ","$1,250.00 ",$62.50 ,$0.00 
212228,2019,77,Lake of the Woods,MEDICARE,3,45 - 64 years,F,18,Emergency department,152,45,216,"$8,840.20 ",$196.45 ,$109.36 ,"$6,834.84 ",$151.89 ,$68.48 ,"$2,005.36 ",$44.56 ,$6.18 
213140,2019,83,Lyon,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,24,Inpatient Non-acute Professional Services,580,523,270,"$116,477.48 ",$222.71 ,$162.32 ,"$116,464.68 ",$222.69 ,$162.32 ,$12.80 ,$0.02 ,$0.00 
214148,2019,89,Marshall,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,21,Hospital Inpatient Professional Services,139,94,174,"$18,788.12 ",$199.87 ,$76.91 ,"$18,788.12 ",$199.87 ,$76.91 ,$0.00 ,$0.00 ,$0.00 
215036,2019,93,Meeker,MEDICARE,4,65 - 74 years,M,152,Independent Lab,"1,052",299,"1,816","$37,879.60 ",$126.69 ,$37.32 ,"$37,378.21 ",$125.01 ,$35.21 ,$501.39 ,$1.68 ,$0.00 
215804,2019,97,Morrison,MEDICARE,4,65 - 74 years,F,143,Ambulatory Surgery,937,213,"1,716","$361,147.68 ","$1,695.53 ","$1,565.94 ","$306,919.58 ","$1,440.94 ","$1,312.94 ","$54,228.10 ",$254.59 ,$230.00 
198163,2019,1,Aitkin,MEDICARE,3,45 - 64 years,M,50,Independent Lab,362,115,595,"$31,444.41 ",$273.43 ,$63.36 ,"$31,011.00 ",$269.66 ,$63.36 ,$433.41 ,$3.77 ,$0.00 
198859,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,57,Hospital Inpatient Professional Services,770,381,599,"$66,491.97 ",$174.52 ,$97.75 ,"$66,479.17 ",$174.49 ,$97.75 ,$12.80 ,$0.03 ,$0.00 
199723,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,21,Other,"3,856","3,014",230,"$489,950.16 ",$162.56 ,$203.46 ,"$489,799.96 ",$162.51 ,$202.71 ,$150.20 ,$0.05 ,$0.00 
200635,2019,15,Brown,COMMERCIAL,3,45 - 64 years,F,112,Emergency department,566,153,"1,298","$197,616.92 ","$1,291.61 ","$1,105.67 ","$123,010.05 ",$803.99 ,$573.57 ,"$74,606.87 ",$487.63 ,$146.84 
201451,2019,19,Carver,COMMERCIAL,4,65 - 74 years,M,95,Hospital Outpatient,"2,045",458,"1,130","$682,472.07 ","$1,490.11 ",$172.02 ,"$637,654.64 ","$1,392.26 ",$127.16 ,"$44,817.43 ",$97.85 ,$0.00 
198404,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,"3,945",Emergency department,"16,437","6,482","43,734","$1,929,002.15 ",$297.59 ,$237.97 ,"$1,924,872.71 ",$296.96 ,$237.84 ,"$4,129.44 ",$0.64 ,$0.00 
199124,2019,7,Beltrami,COMMERCIAL,3,45 - 64 years,F,155,Emergency department,748,227,"1,819","$250,044.06 ","$1,101.52 ",$894.55 ,"$174,797.16 ",$770.03 ,$492.06 ,"$75,246.90 ",$331.48 ,$0.00 
199868,2019,9,Benton,MEDICARE,5,75 years and older,M,107,Inpatient Non-acute Professional Services,"1,847","1,290","1,134","$152,134.02 ",$117.93 ,$88.25 ,"$138,090.26 ",$107.05 ,$73.95 ,"$14,043.76 ",$10.89 ,$0.00 
200780,2019,15,Brown,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,11,Ambulance,126,68,117,"$3,803.06 ",$55.93 ,$26.40 ,"$3,803.06 ",$55.93 ,$26.40 ,$0.00 ,$0.00 ,$0.00 
202219,2019,23,Chippewa,COMMERCIAL,3,45 - 64 years,M,26,Independent Lab,164,29,310,"$17,584.34 ",$606.36 ,$529.01 ,"$14,650.59 ",$505.19 ,$438.90 ,"$2,933.75 ",$101.16 ,$0.00 
203131,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,800,Other,"99,992","67,267","8,959","$10,206,911.07 ",$151.74 ,$89.00 ,"$10,204,262.88 ",$151.70 ,$89.00 ,"$2,648.19 ",$0.04 ,$0.00 
204355,2019,35,Crow Wing,COMMERCIAL,3,45 - 64 years,F,"1,682",Hospital Outpatient,"38,508","8,201","19,566","$9,915,948.74 ","$1,209.11 ",$269.86 ,"$8,409,862.61 ","$1,025.47 ",$189.40 ,"$1,506,086.13 ",$183.65 ,$0.00 
205147,2019,39,Dodge,COMMERCIAL,1,18 years and under,F,25,Emergency department,100,43,296,"$56,375.20 ","$1,311.05 ","$1,143.49 ","$38,041.91 ",$884.70 ,$545.76 ,"$18,333.29 ",$426.36 ,$145.78 
205963,2019,43,Faribault,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,601,Clinic/Office,"6,114","3,096","6,690","$323,023.90 ",$104.34 ,$85.65 ,"$323,023.90 ",$104.34 ,$85.65 ,$0.00 ,$0.00 ,$0.00 
207019,2019,49,Goodhue,COMMERCIAL,4,65 - 74 years,F,44,Clinic/Office,739,310,528,"$82,467.23 ",$266.02 ,$128.24 ,"$68,272.25 ",$220.23 ,$59.30 ,"$14,194.98 ",$45.79 ,$14.83 
207883,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,"3,084",Hospital Inpatient,"72,425","5,299","34,277","$54,819,686.49 ","$10,345.29 ","$5,920.38 ","$54,728,458.42 ","$10,328.07 ","$5,909.13 ","$91,228.07 ",$17.22 ,$0.00 
208651,2019,57,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,17,DME (Durable Medical Equipment),153,106,204,"$2,981.12 ",$28.12 ,$10.24 ,"$2,981.12 ",$28.12 ,$10.24 ,$0.00 ,$0.00 ,$0.00 
209491,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,17,Home Health,474,424,196,"$26,282.96 ",$61.99 ,$75.02 ,"$26,282.96 ",$61.99 ,$75.02 ,$0.00 ,$0.00 ,$0.00 
210547,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,13,Hospital Inpatient Professional Services,235,110,142,"$3,185.16 ",$28.96 ,$0.00 ,"$3,185.16 ",$28.96 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
211843,2019,75,Lake,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,13,Independent Lab,113,25,146,"$4,132.37 ",$165.29 ,$146.29 ,"$4,132.37 ",$165.29 ,$146.29 ,$0.00 ,$0.00 ,$0.00 
212899,2019,81,Lincoln,MEDICARE,3,45 - 64 years,M,80,Clinic/Office,928,530,928,"$91,539.34 ",$172.72 ,$151.01 ,"$75,083.32 ",$141.67 ,$117.86 ,"$16,456.02 ",$31.05 ,$23.80 
213667,2019,85,McLeod,MEDICARE,3,45 - 64 years,M,388,Hospital Outpatient,"21,764","3,809","4,485","$2,067,187.16 ",$542.71 ,$202.02 ,"$1,647,470.09 ",$432.52 ,$160.96 ,"$419,717.07 ",$110.19 ,$36.05 
214819,2019,93,Meeker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,69,Hospital Inpatient,516,79,534,"$588,880.20 ","$7,454.18 ","$3,233.25 ","$588,880.20 ","$7,454.18 ","$3,233.25 ",$0.00 ,$0.00 ,$0.00 
215755,2019,97,Morrison,MEDICARE,2,19 - 44 years,F,117,Hospital Outpatient,"7,368","1,328","1,400","$706,630.27 ",$532.10 ,$138.11 ,"$451,142.24 ",$339.72 ,$99.87 ,"$255,488.03 ",$192.39 ,$25.96 
216595,2019,103,Nicollet,COMMERCIAL,3,45 - 64 years,F,25,DME (Durable Medical Equipment),153,85,297,"$22,738.51 ",$267.51 ,$132.80 ,"$20,589.48 ",$242.23 ,$106.24 ,"$2,149.03 ",$25.28 ,$0.00 
217579,2019,107,Norman,MEDICARE,5,75 years and older,F,71,Inpatient Non-acute,"1,651",408,778,"$776,798.98 ","$1,903.92 ",$87.62 ,"$723,360.75 ","$1,772.94 ",$80.25 ,"$53,438.23 ",$130.98 ,$8.81 
198462,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,20,Pharmacy,98,69,227,"$2,756.19 ",$39.94 ,$22.00 ,"$2,756.19 ",$39.94 ,$22.00 ,$0.00 ,$0.00 ,$0.00 
199206,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,"1,511",Emergency department,"5,773","3,357","16,739","$1,385,361.50 ",$412.68 ,$455.00 ,"$1,385,361.50 ",$412.68 ,$455.00 ,$0.00 ,$0.00 ,$0.00 
199950,2019,11,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,17,Hospital Inpatient Professional Services,109,72,165,"$6,598.84 ",$91.65 ,$55.44 ,"$6,598.84 ",$91.65 ,$55.44 ,$0.00 ,$0.00 ,$0.00 
200814,2019,15,Brown,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,26,Hospital Outpatient,728,177,304,"$26,318.59 ",$148.69 ,$15.37 ,"$26,293.99 ",$148.55 ,$15.37 ,$24.60 ,$0.14 ,$0.00 
